Character,Chapter,Line
Old Man,Rocket Town - Meeting Cid,"My job's to make everyone laugh all over the world...Hmm, let's see... do I know any good jokes...?"
Cloud,Rocket Town - Meeting Cid,There's a Shinra logo on it. Tiny Bronco...... This is cool.
Barret,Rocket Town - Meeting Cid,The Shinra always keep the most useful things to themselves. Let's steal it!
Aeris,Rocket Town - Meeting Cid,"Let's take it? OK, Cloud!"
Tifa,Rocket Town - Meeting Cid,I wonder if we can borrow it...
Nanaki,Rocket Town - Meeting Cid,Will it fly? Is it all right to just take it?
Yuffie,Rocket Town - Meeting Cid,"Cloud, let's steal it! I love stealing from the Shinra!"
Cait Sith,Rocket Town - Meeting Cid,"Cloud! If we steal it, we'll get in deep trouble!"
Vincent,Rocket Town - Meeting Cid,...Want me to keep watch?
Shera,Rocket Town - Meeting Cid,Um... may I help you?
Cloud,Rocket Town - Meeting Cid,No... We're just looking at it.
Shera,Rocket Town - Meeting Cid,"...If you would like to use it, please ask the Captain. The Captain should be in the Rocket.I'm . And what are your names?"
Cloud,Rocket Town - Meeting Cid,I'm .
Barret,Rocket Town - Meeting Cid,"I'm , of AVALANCHE."
Aeris,Rocket Town - Meeting Cid,I'm .
Tifa,Rocket Town - Meeting Cid,. Nice to meet you.
Nanaki,Rocket Town - Meeting Cid,", otherwise known as Red XIII."
Yuffie,Rocket Town - Meeting Cid,I'm !
Cait Sith,Rocket Town - Meeting Cid,"Fortune telling machine , here."
Vincent,Rocket Town - Meeting Cid,. My occupation is...... forget it.
Shera,Rocket Town - Meeting Cid,Hmm... So you're not with the Shinra.I thought the approval for the reopening of the Space Program came.
Cloud,Rocket Town - Meeting Cid,......!?
Shera,Rocket Town - Meeting Cid,President Rufus is scheduled to come here. The Captain's been so restless all morning.
Cloud,Rocket Town - Meeting Cid,Rufus!!?
Cid,Rocket Town - Meeting Cid,What're you guys doin' here?
Cloud,Rocket Town - Meeting Cid,We heard the Captain was here.
Cid,Rocket Town - Meeting Cid,"Captain? I'm the Captain!The name's . Everyone calls me 'Captain', though.What d'ya want?"
Cloud,Rocket Town - Meeting Cid,"- Tell me about this rocket- Is Rufus coming?- Can we borrow the ""Tiny Bronco""?"
Cid,Rocket Town - Meeting Cid,"Wow! Not bad for a kid.Alright then, I'll explain it to you.You know Shinra developed a lot of technological gadgets during the meaningless war, right?Now it's a Mako company, but in the old days it was a weapons manufacturer.Well, they came up with a Rocket Engine.There was so much excitement about the thought of going into outer space. Our dreams got bigger and bigger.They put a major budget into it and made prototype after prototype! Finally, they completed the Shinra No. 26.They chose the best pilot in Shinra--no, in the world--me. I mean, come on.And finally we get to the day of the launch. Everything was goin' well..."
Cid,Rocket Town - Meeting Cid,Ummm... Just look around...
Cid,Rocket Town - Meeting Cid,"Yeah! It must be news about restarting the Space Program.A young President, that's what we needed! He still has dreams, too!"
Cid,Rocket Town - Meeting Cid,You out of your *&$^$# mind!? That's my most cherished possession. I can't let you take it.
Barkeeper,Rocket Town - Meeting Cid,Would you like something to drink?
Cloud,Rocket Town - Meeting Cid,- Let me hear your story
Barkeeper,Rocket Town - Meeting Cid,"Cid's had some bad breaks. It's really no one's fault he couldn't go into space.Just bad luck, I guess..."
Shera,Rocket Town - Meeting Cid,Excuse me... Cloud?Did the Captain say anything?
Cloud,Rocket Town - Meeting Cid,Nope...
Shera,Rocket Town - Meeting Cid,Oh...?
Cid,Rocket Town - Meeting Cid,"^%$#! Shera. What are you, blind!?We got guests!! GET SOME TEA! ^%$#!"
Shera,Rocket Town - Meeting Cid,I... I'm sorry.
Cloud,Rocket Town - Meeting Cid,"Really, don't mind us."
Cid,Rocket Town - Meeting Cid,"Shut up! Sit your ass down in that chair and drink your goddamn TEA!Argggggggh! DAMN, I'm pissed!Shera! I'll be in the backyard tunin' up Tiny Bronco!An' make sure to serve them some tea! All right!?"
Barret,Rocket Town - Meeting Cid,"...damn, man. Wassup with that guy's attitude?"
Aeris,Rocket Town - Meeting Cid,Sheesh...!! What bad manners!
Tifa,Rocket Town - Meeting Cid,Poor Shera.
Nanaki,Rocket Town - Meeting Cid,Who does he think he is......?
Yuffie,Rocket Town - Meeting Cid,"Man, this sucks...!"
Cait Sith,Rocket Town - Meeting Cid,"Man, he sure seems wound up tight."
Vincent,Rocket Town - Meeting Cid,............
Cloud,Rocket Town - Meeting Cid,Sorry. It's our fault.
Shera,Rocket Town - Meeting Cid,"No, no. He's always like this."
Barret,Rocket Town - Meeting Cid,He always like this? That's pretty bad!
Aeris,Rocket Town - Meeting Cid,Is it like this all the time? You keep quiet even when he's like that to you?
Tifa,Rocket Town - Meeting Cid,Is it always like this...? Why is Cid so hard on you?
Nanaki,Rocket Town - Meeting Cid,I think it's a bit too harsh.
Yuffie,Rocket Town - Meeting Cid,What's his prob!? I'm gonna go clean that guy's clock!!
Cait Sith,Rocket Town - Meeting Cid,Is he like this all the time...? Bitin' your head off like that? I could never stand it...
Vincent,Rocket Town - Meeting Cid,...It's amazing that you can live with it.
Shera,Rocket Town - Meeting Cid,No... It's because of my stupid mistake.I was the one who destroyed his dream...
Cloud,Rocket Town - Meeting Cid,What happened?
Cid,Rocket Town - Meeting Cid,(laughing)Hey! Get your ass in gear! You work like a snail!Even the moon'd get tired waitin' around for your ass!
Shera,Rocket Town - Meeting Cid,I'm... I'm sorry.
Cid,Rocket Town - Meeting Cid,"Don't take so much time checkin' that *%$^# oxygen tank!Shera, bein' careful's good, but it won't do any good, no matter how many times you check that oxygen tank.That thing wouldn't break even if hell froze over."
Shera,Rocket Town - Meeting Cid,But...
Cid,Rocket Town - Meeting Cid,"No buts!!You're not stupid, so be more efficient!"
Shera,Rocket Town - Meeting Cid,I'm sorry......
Men,Rocket Town - Meeting Cid,"Captain! Our dreams are finally coming true!We are so proud to be a part of the launch of Shinra No. 26.Captain, preparations are complete! All that's left is lift off!"
Cid,Rocket Town - Meeting Cid,Yeah! Leave it all to me! I'll be back in a few!
Men,Rocket Town - Meeting Cid,"All right, Captain! Fly our dreams into outer space!"
Cid,Rocket Town - Meeting Cid,"Thanks, guys!"
Men,Rocket Town - Meeting Cid,We're praying for your safety!
Cid,Rocket Town - Meeting Cid,"Instrument panel... all clear. Shinra No. 26, ready for launch."
Cid,Rocket Town - Meeting Cid,......finally.
Cid,Rocket Town - Meeting Cid,What the? What happened!?
Cid,Rocket Town - Meeting Cid,What!? Who is the little ^%$@!?
Cid,Rocket Town - Meeting Cid,Hey goddammit!! Who the &%$#'s still in there?
Shera,Rocket Town - Meeting Cid,"It's , Captain. Don't mind me, go ahead with the launch."
Cid,Rocket Town - Meeting Cid,Shera!? What are you still doin' in there!?
Shera,Rocket Town - Meeting Cid,I was still concerned. The results of the oxygen tank test weren't satisfactory.
Cid,Rocket Town - Meeting Cid,"You stupid little ^$#^%!It's gonna get so hot in there that there ain't gonna be SHIT left when we blast off!You're gonna be burnt to a crisp! You're gonna die! You know that, doncha!?"
Shera,Rocket Town - Meeting Cid,"I don't mind.If I can just fix this, the launch will be a success. I'm almost done."
Cid,Rocket Town - Meeting Cid,Almost done!? You're gonna die!
Cid,Rocket Town - Meeting Cid,"Hey, wait a minute! Shera's still in here!"
Cid,Rocket Town - Meeting Cid,"GODDAMNIT, Shera... you wanna make me a murderer?"
Shera,Rocket Town - Meeting Cid,Captain!
Cid,Rocket Town - Meeting Cid,Shera!?
Shera,Rocket Town - Meeting Cid,"Tank Number 7 check is complete. Once I complete Tank Number 8, it's all clear."
Cid,Rocket Town - Meeting Cid,"Come on, Shera... hurry up... You're gonna die..."
Cid,Rocket Town - Meeting Cid,What... what am I....... What am I supposed to do...?
Cid,Rocket Town - Meeting Cid,"Oh man, the moon... outer space... my dreams..."
Cid,Rocket Town - Meeting Cid,SH---------------IT!!
Shera,Rocket Town - Meeting Cid,"He pushed the Emergency Engine Shut Down switch, aborting the mission, to save my life.After that, the Space Program was cut back and the launch was canceled.It's my fault his dream was destroyed...That's why... it's all right. I don't care what the Captain says, I'll live my life for him."
Cid,Rocket Town - Meeting Cid,Shera! You still haven't served 'em tea!
Shera,Rocket Town - Meeting Cid,I... I'm sorry.
Cid,Rocket Town - Meeting Cid,Hurry up and sit down! Or ain't my hospitality good enough for you!?They're late... Where is Rufus...?
Palmer,Rocket Town - Meeting Cid,"Hey-HEY! Long time no see! So Cid, how ya been?"
Cid,Rocket Town - Meeting Cid,"Well, if it ain't fat man, Palmer. How long were you figurin' on keepin' me waitin'!?"
Palmer,Rocket Town - Meeting Cid,"Hey-hey! I don't know. The President's outside, so why don't you ask him?"
Cid,Rocket Town - Meeting Cid,"^$#&! Good for nothing, fat &$#$^@!"
Palmer,Rocket Town - Meeting Cid,"Don't say 'fat'!Hey-hey! Tea!Can I have some too? With lotsa sugar and honey and... oh yeah, don't forget the lard!"
Shera,Rocket Town - Meeting Cid,Is President Rufus here to announce that he's going to restart the Space Program?
Palmer,Rocket Town - Meeting Cid,"Hey-hey? Have we met before?Hey-hey! Is the tea ready yet?With plenty of sugar and honey. Oh yeah, and don't forget the lard too."
Cid,Rocket Town - Meeting Cid,"What the......! You got me all excited for nothing!?Then, what'd you come here for?"
Rufus,Rocket Town - Meeting Cid,"I want to borrow the Tiny Bronco.We're going after Sephiroth. But seems like we've been going in the wrong direction.But now, we think we know where he's headed. But, we have to cross the ocean. That's why we want your plane..."
Cid,Rocket Town - Meeting Cid,"&^#^%! First the Airship, then the Rocket, and now, the Tiny Bronco.Shinra took outer space away from me and now you want to take the sky away from me too!?"
Rufus,Rocket Town - Meeting Cid,"Oh my...You seem to forget it was because of Shinra, Inc. that you were able to fly in the first place."
Cid,Rocket Town - Meeting Cid,What!?
Shera,Rocket Town - Meeting Cid,"(from behind Cloud)Uh, excuse me...This way..."
Shera,Rocket Town - Meeting Cid,"You wanted to use the Tiny Bronco, right?"
Shera,Rocket Town - Meeting Cid,I believe Palmer's going to take it. Why don't you talk to him?
Palmer,Rocket Town - Meeting Cid,Hmm... Why do I have to do this...? I'm the head of the Space Program...
Cloud,Rocket Town - Meeting Cid,We'll be takin' that Tiny Bronco.
Palmer,Rocket Town - Meeting Cid,I've seen you somewhere before...I know! The Shinra building! When the President was killed! Ulp!Se... se... security!!
Palmer,Rocket Town - Meeting Cid,Heh-hic-heh-hic!Heh heh hic!
Barret,Rocket Town - Meeting Cid,It won't stop!
Aeris,Rocket Town - Meeting Cid,It won't stop!
Tifa,Rocket Town - Meeting Cid,It won't stop!
Nanaki,Rocket Town - Meeting Cid,It's going to take off.
Yuffie,Rocket Town - Meeting Cid,No!! It's gonna take off!
Cait Sith,Rocket Town - Meeting Cid,No! It's going to take off!
Vincent,Rocket Town - Meeting Cid,It's not going to stop...
Cloud,Rocket Town - Meeting Cid,Forget it! Get in!!
Cid,Rocket Town - Meeting Cid,Shit!! The tail's been hit!
Cloud,Rocket Town - Meeting Cid,Emergency landing...
Cid,Rocket Town - Meeting Cid,This's gonna be a big splash. Hold on to your drawers and don't piss in 'em!
Cid,Rocket Town - Meeting Cid,She won't fly anymore...
Cloud,Rocket Town - Meeting Cid,Can't we use it as a boat?
Cid,Rocket Town - Meeting Cid,$#&%! Do whatever you want!
Cloud,Rocket Town - Meeting Cid,"Cid, what are you going to do now?"
Cid,Rocket Town - Meeting Cid,Dunno. I'm history with the Shinra and I've given up on the town.
Cloud,Rocket Town - Meeting Cid,How 'bout your wife? How 'bout Shera?
Cid,Rocket Town - Meeting Cid,Wife? Don't make me laugh! Just thinkin' 'bout marryin' her gives me the chills.What're you guys gonna do?
Cloud,Rocket Town - Meeting Cid,We're going after a man named Sephiroth. We'll have to get Rufus of the Shinra someday too.
Cid,Rocket Town - Meeting Cid,"I don't know about any of that, but...What the hell!? Sign me up!"
Cloud,Rocket Town - Meeting Cid,"How 'bout it, everyone?"
Barret,Rocket Town - Meeting Cid,I don't care.
Aeris,Rocket Town - Meeting Cid,I'm all for it.
Tifa,Rocket Town - Meeting Cid,"Of course, no problem!"
Nanaki,Rocket Town - Meeting Cid,I don't really care.
Yuffie,Rocket Town - Meeting Cid,Whatever!
Cait Sith,Rocket Town - Meeting Cid,I don't mind.
Vincent,Rocket Town - Meeting Cid,...Do whatever you like.
Cid,Rocket Town - Meeting Cid,"Glad to be aboard, numbskulls!"
Cloud,Rocket Town - Meeting Cid,Numskulls...?
Cid,Rocket Town - Meeting Cid,"Yeah. Anyone stupid enough to go up against Shinra nowadays, has GOTTA be a numskull! I like it!So, where we headed?Rufus was goin' after Sephiroth towards the Temple of the Ancients."
Cloud,Rocket Town - Meeting Cid,Really!? ...Where is it? That Temple of the Ancients?
Cid,Rocket Town - Meeting Cid,Dunno. That numskull kid was tellin' me he was headin 'The wrong direction'... so maybe it's off this way?
Cloud,Rocket Town - Meeting Cid,Let's just head for land and get some information. Temple of the Ancients... that name bothers me.
Yuffie,Rocket Town - Meeting Cid,".........Hm. How 'bout goin' west?No, no reason. NO reason at all!"
Yuffie,Wutai - Stolen Materia,"Wait, wait, wait, wai----t!!"
Barret,Wutai - Stolen Materia,"What!? The hell happened, all of a sudden!?"
Aeris,Wutai - Stolen Materia,"What!? What happened, all of a sudden?"
Tifa,Wutai - Stolen Materia,What the--? Did something happen?
Nanaki,Wutai - Stolen Materia,What happened all of a sudden!? Don't scare me like that!
Cait Sith,Wutai - Stolen Materia,"Wh, wh, what is it, all of a sudden!? Don't scare me like that!"
Vincent,Wutai - Stolen Materia,What happened all of a sudden? Did something happen?
Cid,Wutai - Stolen Materia,What the HELL is it! Shoutin' out and jumpin' in front of me all of a sudden!
